Class Suffix,Contributor,Label,Parent,Definition
PMD_0000578,,compounding,joining,"A joining process that involves assembling various components or sub-assemblies to form a complex unit, commonly used in manufacturing processes where multiple parts are put together to create a final product."
PMD_0000960,,subject of calibration role,device role,A device role that is being calibrated. The role is realized in a calibration process.
PMD_0000823,,machining geometrically undefined,separating,"A separating process that involves removing material using tools with undefined cutting edges, such as grinding or abrasive machining, where the exact shape of the cutting part isn't clearly defined."
PMD_0050113,,non-silicate glass,glass,glass whose primary glass‑forming network is not based on SiO₂
CHEBI_33393,,einsteinium atom,metal atom,Definition not available
PMD_0000867,,nanoindentation process,mechanical property analyzing process,A mechanical property analyzing processs that measures the hardness and elastic modulus of materials at the nanoscale using a sharp indenter.
CHEBI_30682,,ruthenium atom,metal atom,Definition not available
PMD_0001020,,x-ray diffractometer,device,An X-Ray diffractometer is a measuring device that determines the crystal structure of materials by analyzing the diffraction patterns of X-rays passed through a sample.
PMD_0001006,,water purification system,device,A water purification system is a device used to remove contaminants from water to produce clean and safe drinking water.
PMD_0050020,,amorphous polyethylene terephthalate,polyethylene terephthalate,polyethylene terephthalate that is characterized by a non-crystalline structure
PMD_0050108,,aluminosilicate glass,silicate glass,silicate glass in which SiO₂ and Al₂O₃ are key structural units
CHEBI_38101,,organonitrogen heterocyclic compound,organonitrogen compound,Any organonitrogen compound containing a cyclic component with nitrogen and at least one other element as ring member atoms.
DIGITRUBBER_000645,Yamen Alsalka,EPDM rubber [ifnano],synthetic rubber [dik],"EPDM rubber (ethylene propylene diene monomer rubber) is a type of synthetic rubber that is composed of ethylidene norbornene (ENB), dicyclopentadiene (DCPD), and vinyl norbornene (VNB)."
PMD_0000509,,adhesion testing process,mechanical property analyzing process,"A mechanical property analyzing process that measures the strength of adhesion between two bonded surfaces, assessing the quality of adhesive joints."
CHEBI_33373,,promethium atom,lanthanoid atom,Definition not available
CHEBI_60003,,pure substance,chemical substance,"A pure substance is a chemical substance composed of multiple molecules, which are all of the same kind."
PMD_0000501,,1D,data item,"1D is a data item representing a one-dimensional structure or model representing a single linear dimension, often used in material science simulations or analysis."
PMD_0000794,,injection molding machine,device,An injection molding machine is a device used to produce plastic parts by injecting molten plastic into molds under high pressure.
PMD_0050018,,high impact polystyrene,polystyrene,polystyrene that is modified with rubber to improve its impact resistance
DIGITRUBBER_000117,Marvin Auf der Landwehr,turnover [hsh],cost group [hsh],A cost group for the total sales value generated in a time period X by the system under investigation
PMD_0050156,,geometry shape,shape,"This concept describes the geometric dimensions and appearance (shape and dimensions) of a sample, specimen, or test piece as usually defined by a corresponding standard. Accordingly, the shape value given is in accordance with the defining standard, e.g., ‘tensile test piece shape 1 in accordance with annex B of the tensile test standard’."
PMD_0050116,,germanate glass,non-silicate glass,"non-silicate glass that is composed primarily of germanium oxide, noted for its infrared transmission"
PMD_0000007,,vector field specification,value specification,Vector field specification is a value specification that represents an assignment of a vector to each point in a discretized spatial region.
PMD_0020150,,volume,size,Volume is a three dimensional size.
PMD_0020064,,portion of thallium,portion of pure chemical element,A 'portion of thallium' is a 'portion of pure chemical element' that 'consists of' only chebi:thallium.
BFO_0000011,,spatiotemporal region,occurrent,(Elucidation) A spatiotemporal region is an occurrent that is an occurrent part of spacetime
BFO_0000202,,temporal interval,one-dimensional temporal region,"(Elucidation) A temporal interval is a one-dimensional temporal region that is continuous, thus without gaps or breaks"
DIGITRUBBER_000112,Marvin Auf der Landwehr,material cost [hsh],cost [ncit],A cost group for all cost values occuring from entity sub-groups in the material cost group and the associated factors
DIGITRUBBER_000643,Yamen Alsalka,functional group [ifnano],object aggregate,"An atom or group of atoms within a molecule that has similar chemical properties whenever it appears in various compounds. Even if other parts of the molecule are quite different, certain functional groups tend to react in certain ways."
APOLLO_SV_00000796,William R. Hogan,dataset creating,planned process,A planned process that has a data set as its specified output.
DIGITRUBBER_000131,,supervisor [hsh],role,A person who supervises and coordinates the work of employees who set up and operate machine entity units in the system under investigation. Constitutes an entity of the human ressource and the production cost group.
PMD_0000769,,hand holdable disposition,disposition,"Disposition of an object that can be hold, operated or used manually."
PMD_0020183,,stretch straightener machine,forming machine,"A strech straightener machine is a forming machine that is used in a ""forming under tensile conditions"" process."
PMD_0020234,,screw dislocation,dislocation,a dislocation characterized by shearing the chrystal by one plane
DIGITRUBBER_000111,Marvin Auf der Landwehr,energy cost [hsh],cost [ncit],A cost group for all cost values occuring from entity sub-groups in the energy cost group and the associated factors
PMD_0000876,,optical profilometer,surface profilometer,An optical profilometer is a surface profilometer that measures surface profiles and roughness by analyzing the interference patterns of light reflected from a specimen's surface.
PMD_0050058,,yttria-stabilized zirconia ceramic,zirconia ceramic,zirconia ceramic stabilized with yttria to enhance its thermal and mechanical performance
PMD_0000546,,ceramic,material,"Ceramics are engineered materials described as non-metallic, inorganic materials characterized by high hardness, brittleness, and heat resistance, commonly used in engineering applications."
PMD_0000778,,mixing,manufacturing process,A material processing with the objective to combine two or more material entities as input into a single material entity as output.
CHEBI_28694,,copper atom,metal atom,Definition not available
PMD_0050152,,zirconium-based metallic glass,amorphous metal glass,"amorphous metal glass that is composed mainly of zirconium, valued for its corrosion resistance and strength"
CHEBI_137980,,metalloid atom,atom,"An atom of an element that exhibits properties that are between those of metals and nonmetals, or that has a mixture of them. The term generally includes boron, silicon, germanium, arsenic, antimony, and tellurium, while carbon, aluminium, selenium, polonium, and astatine are less commonly included."
BFO_0000148,,zero-dimensional temporal region,temporal region,(Elucidation) A zero-dimensional temporal region is a temporal region that is a whole consisting of one or more separated temporal instants as parts
PMD_0025017,,outer diameter,diameter,Outer diameter is a length of a straight line from one outer surface of an object or space to the other side of its outer surface through the center of an object or space when it has the inside and outside surface.
PMD_0010006,,chromium steel,steel,"steels containing chromium as an intentional alloying element, characterized by mechanical strength and hardness suitable for engineering applications such as bearings, tools, drills, and utensils, but lacking the corrosion resistance required to qualify as stainless steel"
PMD_0000118,,laminated composite,structural composite,"A structural composite composed of two-dimensional sheets or panels (plies or laminae) bonded to one another, where each ply possesses a preferred high-strength direction"
DIGITRUBBER_000648,Yamen Alsalka,fluororubber FKM [ifnano],rubber particle [chebi],Is a family of fluorocarbon-based fluoroelastomer materials that contain vinylidene fluoride as a monomer.
PMD_0020169,,mixture boundary,phase boundary (realization),A mixture boundary is a phase boundary that is realized by the transition from one phase to another phase in a system involving also chemical variations.
CHEBI_33348,,tantalum atom,metal atom,Definition not available
CHEBI_22563,,anion,ion,A monoatomic or polyatomic species having one or more elementary charges of the electron.
PMD_0020250,,alloy crystal,crystal,a crystal whose atomic entities have a metallic bond
PMD_0000929,,shear testing process,mechanical property analyzing process,"A mechanical property analyzing process that measures a material's response to shear forces, determining its shear strength and shear modulus."
PMD_0020228,,solvent role,role,role of an entity that is present in major concentration in a solution
CHEBI_33324,,strontium atom,metal atom,Definition not available
DIGITRUBBER_000009,,surface of extrudate [imr],surface layer (fiat object part),uppermost layer of the extrudate
PMD_0020133,,mass,extensive quality,Mass is fundamental extensive quality.
PMD_0000519,,flow of electric charge,process,is the process of movement of charged particles
PMD_0000992,,time series,1D,"A time series is a 1-D information content entity defined by a sequence of data points collected or recorded at successive time intervals, used for analyzing temporal properties or trends."
PMD_0020207,,amount of substance,molar proportion,"Amount of substance n is a molar proportion when the whole is an object aggregate N, which has avogadro number objects (of same type) as parts (n = N/N_A)."
PMD_0000639,,ferrous metal,metal,metal that has iron as primary constituent
PATO_0001548,,quality of a liquid [pato],quality of a substance [pato],"A physical quality inhering in an entity exhibiting the physical characteristics of an amorphous (non-crystalline) form of matter between a gas and a solid that has a definite volume, but no definite shape."
CHEBI_5686,,heterocyclic compound,cyclic compound,A cyclic compound having as ring members atoms of at least two different elements.
PMD_0010099,,biomedical material,material,"A non-living material intended to interface with biological systems to evaluate, treat, augment, or replace any tissue, organ, or function of the body."
PMD_0020172,,sheet,object,A plate is a thin rectangular object that may bear a semi finished product role. At the same time it is a material.
PMD_0000561,,cleaning device,device,A device used for removing contaminants from materials or surfaces.
PMD_0050030,,elastomer,polymer,polymer that exhibits elasticity by returning to its original shape after deformation
DIGITRUBBER_000006,,triangulation [imr],plan specification,"geometrical method to determine distances 
between to points"
CHEBI_33323,,francium atom,metal atom,Definition not available
PMD_0000845,,matrix role,role,Matrix is the role of a 'PortionOfConnectedMatter' that implies to host the Filler.
BFO_0000203,,temporal instant,zero-dimensional temporal region,(Elucidation) A temporal instant is a zero-dimensional temporal region that has no proper temporal part
CHEBI_33343,,hafnium atom,metal atom,Definition not available
CHEBI_33322,,rubidium atom,metal atom,Definition not available
DIGITRUBBER_000016,,distance between sensor and extrudate [imr],relational quality,Definition not available
PMD_0000532,,biological property analyzing process,assay [obi],"An assay that examines the interaction of materials with biological systems, including biocompatibility, biodegradability, toxicity, and the effects of materials on living organisms and cells."
PMD_0020162,,activation energy,process attribute,"Activation energy (E_a) a process attribute characterizing the minimum amount of energy required to initiate a reaction, allowing educts to overcome an energy barrier to transform into products."
PMD_0000861,,Mohs hardness,scratch hardness,Scalar scratch hardness scale used to rank materials based on their ability to scratch one another.
PMD_0000944,,spectrometer,device,"A spectrometer is a measuring device that measures the properties of light over a specific portion of the electromagnetic spectrum, typically to analyze the composition of a material."
PMD_0020248,,diffusion flux,flux,flux transported by diffusion
PMD_0020139,,melt,fluid (object),is a fluid (object) with a disposition to realize a blank role in a manufacturing process
DIGITRUBBER_000180,Marvin Auf der Landwehr,filling material [hsh],chemical substance,Material that is required to manipulate the properties of rubber products. Constitutes an entity sub-group of the raw material entity.
PMD_0050122,,specialty glass,glass,glass that is engineered primarily for a targeted functional performance profile
PMD_0050078,,non-oxide composite,ceramic matrix composite,"ceramic matrix composite that consists of non-oxide ceramic phases (typically carbides, nitrides, or borides) for both the matrix and the reinforcement"
PMD_0050085,,magnetic ceramic,electroceramic,"electroceramic that exhibits magnetic properties, typically based on iron oxides combined with other metal oxides"
BFO_0000038,,one-dimensional temporal region,temporal region,(Elucidation) A one-dimensional temporal region is a temporal region that is a whole that has a temporal interval and zero or more temporal intervals and temporal instants as parts
PMD_0000582,,computing device,device,"A device that provides an execution environment for, e.g., simulation processes or prediction models.
A computing system can be virtual (e.g., a container or virtual machine) or physical (e.g., a bare-metal servers), uses digital representations of objects as inputs and produces digital measurements, such as simulation results or predictions, as outputs."
PMD_0020098,,nature constant,generically dependent continuant,"A nature constant is a generically dependent continuant whose value, maginitude or configuration is determined by nature including physics and mathematics."
PMD_0020197,,lattice point,fiat point,A lattice point is a fiat point that represents a position in a crystal lattice at which structural entities are regularly arranged.
PMD_0020159,,daughter phase role,role,The daughter phase role is the role of a phase that forms during the phase transformation process.
PMD_0050055,,oxide ceramic,ceramic,ceramic consisting primarily of metal oxide
PMD_0020180,,tube,object,A tube is a long object with a hollow section and moderate wall thickness that may bear a semi finished product role. At the same time it may be a material.
PMD_0000942,,specific surface area,intensive quality,an intensive quality embodying the total surface area of a material per unit of mass or volume.
PMD_0000918,,rheometry,rheological property analyzing process,"Rheological property analyzing process that measures the flow and deformation behavior of materials, including complex fluids and soft solids, to provide comprehensive data on viscoelastic properties using rheometers."
PMD_0020156,,peritectic phase transformation,phase transformation,A peritectic phase transformation is a phase transformation in which a liquid parent phase and an existing solid phase react on cooling to form a different solid phase (L + α → β).
PMD_0020053,,portion of zirconium,portion of pure chemical element,A 'portion of zirconium' is a 'portion of pure chemical element' that 'consists of' only chebi:zirconium atom.
DIGITRUBBER_000136,,quality inspector [hsh],role,A person who monitors the quality of incoming and outgoing products or materials in the system under investigation. Constitutes an entity of the human ressource and the production cost group.
PMD_0050028,,melamine formaldehyde,thermosetting polymer,thermosetting aminoplast polymer synthesized via condensation
PMD_0000810,,joining by welding,joining,"A joining process that involves fusing two or more metal parts by applying heat, pressure, or both, often with the addition of a filler material. This method creates a permanent and strong bond, essential in manufacturing and construction for durable structures and components."
PMD_0020176,,plate,object,A plate is a thick rectangular object that may bear a semi finished product role. At the same time it may be a material.
PMD_0000507,,acoustical property analyzing process,assay [obi],"An assay, that measures the acoustic properties of materials by analyzing how sound waves interact with the material. This process involves generating sound waves and observing their reflection, transmission, absorption, or scattering to determine properties such as acoustic impedance, absorption coefficient, and sound speed."
CHEBI_33521,,metal atom,atom,"An atom of an element that exhibits typical metallic properties, being typically shiny, with high electrical and thermal conductivity."
PMD_0000583,,computing process,completely executed planned process,"A process that involves the systematic use of computational methods and tools to perform simulations, analyses, or data transformations to achieve specific scientific or engineering goals."
CHEBI_50803,,nanoparticle,nanostructure,A nanosized spherical or capsule-shaped structure.
PMD_0000856,,microscopy process,assay [obi],Microscopy process that uses various types of microscopy techniques to visualize and analyze the microstructure and morphology of materials at different scales.
PMD_0020066,,portion of ruthenium,portion of pure chemical element,A 'portion of ruthenium' is a 'portion of pure chemical element' that 'consists of' only chebi:ruthenium atom.
PMD_0060007,,material specification,directive information entity,"A directive information entity that defines the composition, properties, performance criteria, and acceptable standards for a material, guiding its selection, processing, and application in a specific context."
PMD_0050091,,bioceramic,ceramic,ceramic that is engineered to be compatible with biological systems
PMD_0050007,,high-density polyethylene,polyethylene,polyethylene that is characterized by a linear molecular structure and high density
PMD_0050054,,technical ceramic,ceramic,ceramics that are engineered for high-performance applications
PMD_0000803,,irradiation device,device,A device used for exposing materials to radiation to induce changes in their properties.
PMD_0020074,,portion of caesium,portion of pure chemical element,A 'portion of caesium' is a 'portion of pure chemical element' that 'consists of' only chebi:caesium atom.
DIGITRUBBER_000017,,extrudate norm [imr],data item,"ideal dimensions and shape of the
extrudate defined by the manufacturer"
PMD_0020105,,geogenic mineral,mineral,material that is formed through geological processes
PMD_0000934,,sintering,changing properties of material,"A changing properties of materials process in which granular and powdery materials, which have already been shaped in the first step, are mixed and combined and compacted by heating."
CHEBI_25195,,mercury atom,metal atom,Definition not available
PMD_0020114,,medium role,role,"Medium role is a role beared by an object which implies that the object serves as an intermediary for the transmission of something else, like energy, force, or information."
PMD_0000826,,magnetizing,changing properties of material,"A changing properties of material process in which ferromagnetic materials are exposed to an external magnetic field, causing the material to take on magnetic properties."
PMD_0020174,,foil,object,A plate is a very thin rectangular object that may bear a semi finished product role. At the same time it may be a material.
PMD_0000054,,heating function,temperature change function,"A temperature change function that, when realized, enables a system or device to increase the thermal energy of a material, typically to reach temperatures required for processing, transformation, or reaction."
PMD_0000919,,sample role,role,"Role of an object, which is a quantity of material taken from a (sample) product, that is sufficient for the purpose of obtaining test pieces."
PATO_0002182,,molecular quality,physical object quality [pato],"A quality which inheres in a molecular entity, a single molecule, atom, ion, radical etc."
PMD_0000053,,melting process,completely executed planned process,a thermally induced change of aggregate state during which a solid material undergoes a phase transition into a liquid state. It involves the absorption of heat and occurs at or above the material's melting point.
PMD_0000014,,input specification,parameter specification,A parameter specification that prescribes a data item required as input for the execution of a workflow function.
PMD_0020056,,portion of fluorine,portion of pure chemical element,A 'portion of fluorine' is a 'portion of pure chemical element' that 'consists of' only chebi:fluorine atom.
DIGITRUBBER_000164,Marvin Auf der Landwehr,calandar [hsh],device,A machine that combines a series of hard pressure rollers used to finish or smooth a sheet of rubber material. Constitutes an entity sub-group of the machine entity.
PMD_0000776,,hardness testing process,mechanical property analyzing process,"A mechanical property analyzing process that measures a material's resistance to deformation, typically using indentation methods to determine hardness."
PMD_0050009,,polypropylene,thermoplastic polymer,thermoplastic polymer produced by polymerization of the monomer propylene including further crosslinking and modifications using other comonomers
PMD_0050124,,ion-exchanged glass,toughened (tempered) glass,glass that is chemically strengthened and produced by exchanging ions to improve durability
PMD_0000833,,manufacturing process,completely executed planned process,"A planned process that is driven by the primary intent to transform objects
A manufacturing process is always a transformative process."
PMD_0020082,,portion of neodymium,portion of pure chemical element,A 'portion of neodymium' is a 'portion of pure chemical element' that 'consists of' only chebi:neodymium atom.
BFO_0000004,,independent continuant,continuant,b is an independent continuant =Def b is a continuant & there is no c such that b specifically depends on c or b generically depends on c
PMD_0000913,,reinforcement learning,deep learning,A deep learning process that involves training models to make sequences of decisions by rewarding desired actions and punishing undesired ones.
CHEBI_27214,,uranium atom,metal atom,Definition not available
PMD_0050069,,aluminum nitride ceramic,nitride ceramic,"nitride ceramic that is a non-oxide ceramic composed of aluminum and nitrogen, prized for its high thermal conductivity"
PMD_0000114,,clay,material,"material that is naturally occurring, fine-grained earthy and composed primarily of hydrous aluminum silicates and other minerals, formed by the geological processes"
PMD_0000551,,chemical composition,composition,"The chemical composition is an intensive quality of a portion of matter which describes the types and proportions of pure chemical elements in the portion of matter, and it is a subject of some chemical composition data item."
PMD_0000579,,compounding machine,device,A device used for mixing or compounding materials to achieve desired properties.
PMD_0000662,,glueing,joining,"A joining process that involves using adhesives to bond materials together, suitable for a wide range of materials including metals, plastics, and composites, and used in various applications from automotive to aerospace."
CHEBI_33386,,protactinium atom,metal atom,Definition not available
PMD_0090000,,semiconductor,material,A semiconductor is an engineered material representing a class of materials characterized by an electrical conductivity between that of a conductor and an insulator. This is a result of a range of inexistent energy states in ther electron configuration between the valence and conduction band (bandgap).
PMD_0000932,,simulation device,computing device,A computing device that implements foo as well as consumes and creates simulation objects and parameters.
PMD_0020140,,portion of pure chemical element,pure substance,"A portion of pure chemical element is a pure substance composed of multiple atoms, which are all of the same kind."
PMD_0000544,,caliper,device,"A measuring device having two usually adjustable arms, legs, or jaws used especially to measure the dimensions of objects, such as diameters or thicknesses"
PMD_0001035,,angle,geometric relational quality,"A property that represents the measure of rotation or inclination between two intersecting lines or planes, independent of the size of the object."
PMD_0200006,,calendering,primary shaping from the plastic state,"A primary shaping from the plastic state process in which a viscous polymer melt or plastic mass is passed through the narrow gaps between several counter-rotating, polished rolls so that it is compressed and rolled out into sheet or film of defined thickness and surface quality, then cooled to solidify."
PMD_0000000,,material,,A material is a portion of matter that may participate in some manufacturing process and whose shape is not relevant for its participation in the manufacturing process.
PMD_0020026,,portion of iron,portion of pure chemical element,A 'portion of iron' is a 'Poriton Of Pure Substance' that 'consists of' only chebi:iron atom.
PMD_0000882,,phase boundary (realization),realizable entity,A phase boundary is a realizable entity that is realized by the transition between distinct phases.
PMD_0001036,,uncertainty,information content entity,"A quantitative indication of the doubt about a measurement result, expressing the range within which the true value is expected to lie."
CHEBI_33357,,hassium atom,metal atom,Definition not available
PMD_0000653,,fracture toughness testing process,mechanical property analyzing process,"A mechanical property analyzing process that assesses a material's ability to resist crack propagation, determining its fracture toughness."
PMD_0000531,,biocompatibility analyzing process,biological property analyzing process,"An example of a biocompatibility analyzing process is an in vitro cell culture test, where cells are cultured in the presence of the implant material to observe any cytotoxic effects, such as changes in cell morphology, proliferation rate, or cell viability."
PMD_0000962,,supercritical fluid chromatography process,chromatography process,"A chromatography process that utilizes a supercritical fluid as the mobile phase to separate components, offering higher speed and efficiency compared to traditional methods."
PMD_0000505,,acoustic absorption coefficient,acoustic property,The acoustic absorption coefficient is an acoustic property representing a measure of how much sound energy is absorbed by a material per unit area.
PMD_0020103,,molar proportion,proportion,Molar proportion is the proportion which quantifies the entities count of the part in relation to the entities count of the whole.
PATO_0001291,,electromagnetic (EM) radiation quality,radiation quality,A physical quality that inheres in an bearer by virtue of how that bearer interacts with electromagnetic radiation.
PMD_0020184,,rolling mill,device,A rolling mill is a device that has part some rolling stand and whose specified input participates in some forming process.
PMD_0020035,,portion of niobium,portion of pure chemical element,A 'portion of niobium' is a 'portion of pure chemical element' that 'consists of' only chebi:niobium atom.
PMD_0050059,,magnesia-stabilized zirconia ceramic,zirconia ceramic,zirconia ceramic stabilized with magnesia to improve its thermal stability
DIGITRUBBER_000282,Alexander Aschemann,aggregate [dik],chemical entity,Rigid group of coalesced particles which is the smallest entity that can be dispersed by normal rubber processing
PMD_0000906,,primary shaping from the liquid state,primary shaping,A primary shaping process that involves forming materials from a liquid state.
CHEBI_48901,,thiazoles [chebi],azole,An azole in which the five-membered heterocyclic aromatic skeleton contains a N atom and one S atom.
PMD_0000771,,handsaw,hand held device,"The handsaw is a manually operated saw that is used to cut various materials, especially wood. This type of saw typically consists of a long, thin blade with teeth attached to a handle. The handle allows the user to guide the saw by hand and make the cut by moving the blade back and forth. Handsaws are available in different designs, depending on the intended application. For example, there are handsaws for wood, metal or plastic, and they can have different tooth geometries and blade lengths to best suit different cutting requirements."
COB_0000035,,completely executed planned process,planned process,Definition not available
CHEBI_26708,,sodium atom,metal atom,Definition not available
PMD_0050041,,silicate ceramic,oxide ceramic,oxide ceramic consisting primarily of silicon oxide
PMD_0020106,,polycrystal,connected material entity aggregate,A polycrystal is a connected material entity aggregate that consists of multiple crystal grains joined through crystallographic interfaces.
PMD_0000997,,ultrasonic cleaner,cleaning device,An Ultrasonic Cleaner is a Cleaning Device that uses high-frequency sound waves and a cleaning solvent to remove contaminants from delicate or complex items.
PMD_0050081,,electroceramic,ceramic,"ceramic that is specifically engineered for electrical, magnetic, or superconducting applications"
CHEBI_33517,,copernicium atom,metal atom,"A zinc group element atom with a symbol Cn and atomic number 112. All its isotopes are intensely radioactive. Prior to its discovery, it had the placeholder name ununbium (in accordance with IUPAC recommendations). Following its discovery (in Darmstadt, 1996) and subsequent confirmation, the name copernicium was adopted in 2010."
PMD_0000853,,crystallographic texture,intensive quality,an intensive quality describing the arrangement and orientation of grains in a polychrystal
PMD_0000891,,disconnected material entity aggregate,object aggregate,"An object aggregate that is a mereological sum of scattered (i.e. spatially separated) material entities, which do not adhere to one another through chemical bonds or physical junctions but, instead, relate to one another merely on grounds of metric proximity. The material entities are separated from one another through space or through other material entities that do not belong to the group."
PMD_0010001,,carbon steel,ferrous metal,ferrous metal that has a limited amout of carbon
PMD_0025018,,geometric relational quality,relational quality,Geometric relational quality is a relational quality describing the geometric relation between two or more independent continuants.
CHEBI_30452,,tellurium atom,metalloid atom,Definition not available
PMD_0200003,,injection-compression molding,primary shaping from the plastic state,A hybrid primary shaping from the plastic state process that combines injection and compression: a pre-plasticised charge or melt is injected into a closed or partially open mold and then compressed by further mold closure or a plunger so that the material completely fills the cavity and cures or solidifies under heat and pressure.
PMD_0001023,,x-ray mapping device,device,A device used for mapping the spatial distribution of elements or compounds within a material using X-ray fluorescence or diffraction techniques.
CHEBI_194541,,oganesson atom,molecular entity,A p-block element atom with a symbol Og and atomic number 118.
PMD_0020048,,portion of boron,portion of pure chemical element,A 'portion of boron' is a 'portion of pure chemical element' that 'consists of' only chebi:boron atom.
PMD_0000925,,scratch testing machine,device,A device used to test the scratch resistance of materials by applying a scratching force.
CHEBI_38418,,"1,3-thiazoles",thiazoles [chebi],Definition not available
PMD_0025001,,composition,intensive quality,Composition is an intensive quality which defines types and proportions of compounds present in a material entity and is subject of some composition data item.
PMD_0040001,,length,size,Length is a one dimensional size.
BFO_0000028,,three-dimensional spatial region,spatial region,(Elucidation) A three-dimensional spatial region is a whole consisting of a spatial volume together with zero or more spatial volumes which may have spatial regions of lower dimension as parts
PMD_0001042,,test piece preparation process,planned process,A planned processes in which a representative piece of material is extracted from a larger amount and readied for analysis. 
CHEBI_33331,,yttrium atom,metal atom,Definition not available
PMD_0050015,,flexible polyvinyl chloride,polyvinyl chloride,polyvinyl chloride that has been modified with plasticizers to impart flexibility
PMD_0000896,,pressure,intensive quality,an intensive quality describing the force exerted per unit area in or on a material.
CHEBI_33313,,polonium atom,metal atom,"A radioactive metallic element discovered in 1898 by Marie Sklodowska Curie and named after her home country, Poland (Latin <em>Polonia</em>)."
CHEBI_33303,,chalcogen,atom,Any p-block element belonging to the group 16 family of the periodic table.
CHEBI_36829,,polyatomic monoanion,monoanion,Definition not available
DIGITRUBBER_000193,Christoph Lenth,raman spectrum [ifnano],information content entity,"A graph presents a number of peaks, showing the intensity and wavelength position of the Raman scattered light, in which each peak corresponds to a specific molecular bond vibration."
UO_1000163,,mass percentage based unit,unit,Definition not available
PMD_0020115,,aerosol,disconnected material entity aggregate,"An aerosol is a disconnected material entity aggregate which:
1. consists of some portion of matter whose aggregate state quality concretizes gaseous and 
2. consists of some portion of matter whose aggregate state quality concretises solid or liquid (TODO: express that this portion is also a disconnected material entity aggregate)"
PMD_0010012,,zinc alloy,alloy,non-ferrous metal consisting primarily of zinc combined with other elements
PMD_0000586,,absorption of corpuscular radiation,absorption of radiation,process of taking up corpuscular radiation by a material entity
PMD_0000931,,simulation method specification,plan specification,A plan specification that specifies the method of creating a computational or physical model to replicate the behavior of a material or system under specific conditions.
PMD_0000658,,gel permeation chromatography process,chromatography process,"A chromatography process that separates molecules based on their size by passing the sample through a porous gel matrix, also known as size exclusion chromatography."
DIGITRUBBER_000025,,bundle adjustment method [jade],plan specification,"""Bundle adjustment [...] is a method for the simultaneous numerical fit of an unlimited number of spatially distributed images (bundles of rays). It makes use of photogrammetric observations (measured image points), survey observations and an object coordinate system. Using tie points, single images are merged into a global model in which the object surface can be reconstructed in three dimensions."" (Luhmann et al. 2020: 349f.)"
IAO_0000028,,symbol,information content entity,An information content entity that is a mark(s) or character(s) used as a conventional representation of another entity.
PMD_0000552,,chemical composition analyzing process,structural property analyzing process,A structural property analyzing process that determines the chemical composition of a material by identifying and quantifying its constituent elements and compounds.
PMD_0000782,,high-performance liquid chromatography process,chromatography process,"A chromatography process that separates, identifies, and quantifies components in a liquid sample using high pressure to pass the sample through a column packed with a stationary phase."
PMD_0001025,,assay,planned process,A planned process that aims to obtain information about a material entity (the subject of the assessment) by examining it.
PMD_0000638,,fatigue testing process,mechanical property analyzing process,"Fatigue testing process is a  mechanical property analyzing process that assesses a material's ability to withstand cyclic loading, determining its fatigue life and endurance limit. It must have occurent parts single fatigue tests."
PMD_0000827,,magnetizing device,device,A device used for inducing a magnetic field in materials to alter their magnetic properties.
PMD_0020146,,catalyst,role,Catalyst is the role of a participant in a chemical reaction that does not alter its qualities/realizable entities  after the chemical reaction.
BFO_0000142,,fiat line,continuant fiat boundary,(Elucidation) A fiat line is a one-dimensional continuant fiat boundary that is continuous
PMD_0000883,,photochemical process,changing properties of material,"A changing properties of material process in which light, typically ultraviolet (UV) light is used to trigger chemical reactions. In the printing industry and some additive manufacturing methods, this light exposure is used to harden photoresists or cure inks and resins. The process relies on the specific wavelengths of light to initiate chemical changes in the material."
PMD_0010018,,palladium metal,precious metal,precious metal consisting primarily of palladium
PMD_0000529,,bending testing machine,device,A device used to test the bending strength and flexibility of materials by applying a load and measuring deformation.
PMD_0020175,,coil (coiled sheet),object,A coil is an object that has part some sheets or foils. At the same time it may be a material.
CHEBI_27998,,tungsten,metal atom,Definition not available
CHEBI_49631,,gallium atom,metal atom,"A metallic element predicted as eka-aluminium by Mendeleev in 1870 and discovered by Paul-Emile Lecoq de Boisbaudran in 1875. Named in honour of France (Latin <em>Gallia</em>) and perhaps also from the Latin <em>gallus</em> cock, a translation of Lecoq."
PMD_0020081,,portion of calcium,portion of pure chemical element,A 'portion of calcium' is a 'portion of pure chemical element' that 'consists of' only chebi:calcium atom.
PMD_0000811,,joining device,device,"A general device used for joining materials through various methods, including welding and soldering."
DIGITRUBBER_000216,Sven Schwabe (IFNANO),peak [ifnano],information content entity,"In Spectroscopy, peaks are features of a spectrum. A peak comprise a restricted region of a spectrum, which is absorbed or emitted with high intensity. It is defined as a local maximum in the spectrum."
PMD_0050014,,rigid polyvinyl chloride,polyvinyl chloride,polyvinyl chloride that is characterized by its stiffness and durability
PMD_0020104,,volume proportion,proportion,Volume proportion is a proportion which quantifies the volume of the part relative to the volume of the whole.
PMD_0000537,,brinell hardness,indentation hardness,An indentation hardness scalar representing a measure of material hardness obtained by indenting the material with a steel or tungsten carbide ball under a specific load.
PMD_0090010,,aramid fiber composite,polymer matrix composite,"polymer matrix composite, consisting of a polymer matrix reinforced with aramid (aromatic polyamide) fibers"
PMD_0000066,,input assignment,,Input assignment is a process boundary which is part of a computing process and which connects a material entity or i.c.e as input to the computing process
