Class Suffix,Contributor,Label,Parent,Definition
DIGITRUBBER_000644,Yamen Alsalka,butyl rubber BIIR [ifnano],synthetic rubber [dik],"Is a synthetic rubber, a copolymer of isobutylene with isoprene"
DIGITRUBBER_000455,Alexander Aschemann,Pressure Sensor [dik],sensor [chmo],
DIGITRUBBER_1000073,Pallavi Karanth,device specification set,directive information entity,"Device specifications, often referred to as ""tech specs,"" are detailed descriptions of the technical features and capabilities of a device, including hardware and software components."
PMD_0020037,,portion of lithium,portion of pure chemical element,A 'portion of lithium' is a 'portion of pure chemical element' that 'consists of' only chebi:lithium atom.
OBI_0000094,PERSON: Frank Gibson,material processing [obi],planned process,A planned process which results in physical changes in a specified input material
PMD_0020045,,portion of antimony,portion of pure chemical element,A 'portion of antimony' is a 'portion of pure chemical element' that 'consists of' only chebi:antimony atom.
PMD_0020031,,portion of germanium,portion of pure chemical element,A 'portion of germanium' is a 'portion of pure chemical element' that 'consists of' only chebi:germanium atom.
OBI_0000272,PlanAndPlannedProcess Branch,protocol [obi],plan specification,"A plan specification which has sufficient level of detail and quantitative information to communicate it between investigation agents, so that different investigation agents will reliably be able to independently reproduce the process."
DIGITRUBBER_1000049,,E double dash 0 degree celcius [Arlanxeo],intensive quality,Loss modulus measured at 0 °C in dynamic mechanical thermal analysis (DTMA)
PMD_0020132,,size,extensive quality,an extensive quality of a material entity that describes its spatial extend.
IAO_0000309,PERSON: Lawrence Hunter,diagram,figure,A figure that expresses one or more propositions
PMD_0010019,,rhodium metal,precious metal,precious metal consisting primarily of rhodium
DIGITRUBBER_000171,Marvin Auf der Landwehr,tool [hsh],device,"An object shaped for repair and installation purposes, with the help of which something is processed or manufactured.Constitutes an entity sub-group of the wear parts entity."
CHEBI_24870,,ion,molecular entity,A molecular entity having a net electric charge.
CHEBI_24431,,chemical entity,material entity,"A chemical entity is a physical entity of interest in chemistry including molecular entities, parts thereof, and chemical substances."
PMD_0020246,,continous transport,transport,"recurring transport of multiple entities, such that the transported entities are not being discretized anymore"
PMD_0000010,,workflow function,software method,"A plan specification representing a callable software method that prescribes a specific computational action, including execution instructions and a defined set of input and output specifications."
PMD_0000596,,deformation,process,"The deformation is a process describing a change in the shape, size, or structure of a material often under the influence of stress or force."
OBI_0000047,PERSON: Alan Ruttenberg,processed material [obi],material entity,Is a material entity that is created or changed during material processing.
PMD_0090052,,silicone rubber,synthetic rubber,"synthetic rubber that belongs to crosslinked polysiloxane elastomer family, with organic side groups"
CHEBI_68452,,azole,monocyclic heteroarene,"Any monocyclic heteroarene consisting of a five-membered ring containing nitrogen. Azoles can also contain one or more other non-carbon atoms, such as nitrogen, sulfur or oxygen."
IAO_0000030,,information content entity,generically dependent continuant,A generically dependent continuant that is about some thing.
CHEBI_30513,,antimony atom,metalloid atom,
PMD_0050012,,atactic polypropylene,polypropylene,polypropylene in which the methyl groups are randomly distributed along the polymer chain
PMD_0000003,Alan Ruttenberg,plan specification,directive information entity,"A directive information entity with action specifications and objective specifications as parts, and that may be concretized as a realizable entity that, if realized, is realized in a process in which the bearer tries to achieve the objectives by taking the actions specified."
PMD_0050078,,non-oxide composite,ceramic matrix composite,"ceramic matrix composite that consists of non-oxide ceramic phases (typically carbides, nitrides, or borides) for both the matrix and the reinforcement"
BFO_0000023,,role,realizable entity,"A realizable entity  the manifestation of which brings about some result or end that is not essential to a continuant  in virtue of the kind of thing that it is but that can be served or participated in by that kind of continuant  in some kinds of natural, social or institutional contexts."
DIGITRUBBER_1000056,,mass per measurement time 1 [Arlanxeo],extensive quality,"Mass throughput in an extruder, first measurement"
DIGITRUBBER_000112,Marvin Auf der Landwehr,material cost [hsh],cost [ncit],A cost group for all cost values occuring from entity sub-groups in the material cost group and the associated factors
PMD_0050077,,zirconia matrix composite,oxide-oxide composite,oxide-oxide composite that uses zirconia as the primary matrix reinforced by additional oxide phases
PMD_0020164,,state of matter boundary,phase boundary (realization),A state of matter boundary is a phase boundary that is realized by the transition from one aggregate state to another aggregate state.
PMD_0050106,,borosilicate glass,silicate glass,silicate glass that uses boron trioxide (B₂O₃) as a major additional glass‑forming constituent
PMD_0020099,,bravais lattice (3D),categorical value specification,The bravais lattice is a categorical value specification that specifies value of the crystal structure quality. It describes the possible geometric arrangement of lattice points in a crystal. The present descriptor is limited to the 14 possible three-dimensional arrangements.
DIGITRUBBER_000385,Alexander Aschemann,stamp [dik],polymer [chebi],"In polymer mixing, a stamp is defined as a polymer material that is used to create patterns or shapes on a surface."
DIGITRUBBER_000631,Alexander Aschemann,ethylene concentration [dik],concentration [dik],A concentration of ethylene inhering in a substance by virtue of the amount of the bearer's there is mixed with ethylene.
DIGITRUBBER_000427,https://orcid.org/0000-0002-8280-0487,extruder pin,object,A cylindrical or rod-shaped material object located in the pin zone of an extruder that enhances shearing and homogenization of polymer material.
CHEBI_27638,,cobalt atom,metal atom,A cobalt group element atom that has atomic number 27.
PMD_0020232,,substitutional solid solution,solid solution,a solid solution whose solute entities occupy lattice points
OBI_0000953,Bjoern Peters,processed specimen [obi],processed material [obi],A specimen that has been intentionally physically modified.
CHEBI_28685,,molybdenum atom,metal atom,
DIGITRUBBER_000226,,photometric measurement process [ifnano],process,Measurement using photometry
PMD_0020050,,portion of silicon,portion of pure chemical element,A 'portion of silicon' is a 'portion of pure chemical element' that 'consists of' only chebi:silicon atom.
PMD_0000539,,bulk modulus,elastic modulus,The bulk modulus is an elastic modulus representing a measure of a material's resistance to uniform compression.
BFO_0000002,,continuant,entity,"(Elucidation) A continuant is an entity that persists, endures, or continues to exist through time while maintaining its identity"
PMD_0020144,,product (chemical reaction),role,Product is the role of a material entity that is output of a chemical reaction and is created or transformed during the reaction.
CHEBI_33521,,metal atom,atom,"An atom of an element that exhibits typical metallic properties, being typically shiny, with high electrical and thermal conductivity."
DIGITRUBBER_1000012,,parts per hundred rubber [Arlanxeo],intensive quality,"Fraction of rubber compound formulations are not given based on %, so that the sum of all components will be 100%."
PMD_0000802,,absorption of radiation,process,process of taking up radiation by a material entity
PMD_0000992,,time series,1D,"A time series is a 1-D information content entity defined by a sequence of data points collected or recorded at successive time intervals, used for analyzing temporal properties or trends."
DIGITRUBBER_000602,Alexander Aschemann,organic divalent group [dik],organic group [chebi],
CHEBI_30687,,osmium atom,metal atom,
PMD_0020116,,aggregate state value,categorical value specification,The aggregate state value is a categorical value specification that specifies value of the aggregate state quality.
PMD_0000011,,workflow node,,"A computing process that executes a workflow function within a workflow run, consuming input data and producing output data according to the function’s specifications."
CHEBI_23116,,chlorine atom,nonmetal atom,
DIGITRUBBER_000063,Sebastian Leineweber,online characterisation [ita],process,Online characterisation is the characterization of the material properties during the process and on the real process line in order to be able to react to fluctuations during production.
BFO_0000202,,temporal interval,one-dimensional temporal region,"(Elucidation) A temporal interval is a one-dimensional temporal region that is continuous, thus without gaps or breaks"
PMD_0010021,,portion of tellurium,portion of pure chemical element,A 'portion of tellurium' is a 'portion of pure chemical element' that 'consists of' only chebi:tellurium atom.
MS_1000231,,peak [ms],information content entity,"A localized region of relatively large ion signal in a mass spectrum. Although peaks are often associated with particular ions, the terms peak and ion should not be used interchangeably."
DIGITRUBBER_000017,,extrudate norm [imr],data item,"ideal dimensions and shape of the
extrudate defined by the manufacturer"
PMD_0050038,,polyhydroxyalkanoates,polymer,polyhydroxyalkanoates are biodegradable polymers that are biosynthesized by microorganisms from sugars or lipids
PMD_0050062,,non-oxide ceramic,ceramic,ceramic consisting primarily of non-oxide elements
PMD_0020243,,grain size,intensive quality,an intensive quality epitomizing the average size of the grains of a polycrystal
PMD_0000890,,connected material entity aggregate,object aggregate,"An object aggregate that is a mereological sum of separate material entities, which adhere to one another through chemical bonds or physical junctions that go beyond gravity."
PMD_0020057,,portion of platinum,portion of pure chemical element,A 'portion of platinum' is a 'portion of pure chemical element' that 'consists of' only chebi:platinum.
CHEBI_33655,,aromatic compound,cyclic compound,A cyclically conjugated molecular entity with a stability (due to delocalization) significantly greater than that of a hypothetical localized structure (e.g. Kekule structure) is said to possess aromatic character.
PMD_0020141,,fatigue (reaction to repetitive loading),process,fatigue is a process that affects an material entities integrity by nucleation and growing cracks.
OBI_0000260,,plan,realizable entity,A plan is a realizable entity that is the inheres in a bearer who is committed to realizing it as a completely executed planned process.
PMD_0000869,,chemical reaction,process,The occurrence of (a) chemical reaction is the process in which substances interact to form new chemical compounds or alter their molecular structure.
PMD_0000932,,simulation device,computing device,A computing device that implements foo as well as consumes and creates simulation objects and parameters.
OBI_0000202,,investigation agent role,role,"A role borne by an entity and that is realized in a process that is part of an investigation in which an objective is achieved. These processes include, among others: planning, overseeing, funding, reviewing."
PMD_0050096,,hydroxyapatite ceramic,oxide ceramic,oxide ceramic that is bioactive and composed of calcium phosphate and closely resembles the mineral component of bone
PMD_0020227,,solute role,role,role of an entity that is present in minor concentration in a solution
PMD_0010027,,inorganic composition,composition,"material composition based on chemical elements other than those defining organic compounds, typically characterized by ionic or metallic bonding and the absence of a carbon-hydrogen ($C-H$) framework"
DIGITRUBBER_000537,Alexander Aschemann,viscosity measurement protocol [dik],measurement protocol [dik],A measurement protocol for reliably reproducing the viscosity measurement assay.
PMD_0050110,,potash lead glass,lead glass,lead glass that utilizes potash as a flux in addition to lead oxide
PMD_0020040,,portion of gold,portion of pure chemical element,A 'portion of gold' is a 'portion of pure chemical element' that 'consists of' only chebi:gold atom.
PMD_0020221,,self-diffusion in crystaline solid,diffusion,diffusion of entites of a single type in a crystal that consists of entites of this same type
PMD_0020049,,portion of helium,portion of pure chemical element,A 'portion of helium' is a 'portion of pure chemical element' that 'consists of' only chebi:helium atom.
DIGITRUBBER_000328,Alexander Aschemann,zinc dibenzyldithiocarbamate [dik],vulcanisation accelerator [dik],
PMD_0000001,,portion of matter,material entity,"A material entity that is not demarcated by any physical discontinuities. At some finer level of granularity it is an object aggregate, at some coarser level of granularity it is a fiat object part,but at this level of granularity it is neither."
DIGITRUBBER_000443,Alexander Aschemann,surface defect [dik],intensive quality,
BFO_0000024,,fiat object part,material entity,(Elucidation) A fiat object part b is a material entity & such that if b exists then it is continuant part of some object c & demarcated from the remainder of c by one or more fiat surfaces
CHEBI_27698,,vanadium atom,metal atom,
CHEBI_33394,,fermium,metal atom,
DIGITRUBBER_000327,Luis Ramos,dithiocarbamate [chebi],dithiocarbamate anions,A member of the class of dithiocarbamate anions resulting from the deprotonation of both of the dithiocarbamic acid moieties of ethylenebis(dithiocarbamic acid). The major species at pH 7.3.
PMD_0050120,,crown glass,optical glass,optical glass that is characterized by its low dispersion and high clarity
OBI_0000947,PERSON:Helen Parkinson,service provider role,role,"is a role which inheres in a person or organization and is realized in in a planned process which provides access to training, materials or execution of protocols for an organization or person"
PMD_0025012,,analytical calculation,computing process,"Analytical calculation is a computing process which has value specification or measurement datum as a specified output. It applies a closed-form mathematical expression or formula to a set it specified inputs (value specifications) without requiring stochastic sampling, iterative numerical solving, or data-driven training."
PMD_0090002,,band gap,energy,A bandgap is an energy range between the valence band and the conduction band in a solid where no electronic states exist.
DIGITRUBBER_000187,Georgios Ctistis,Raman spectroscopy [ifnano],plan specification,"A non-destructive light scattering technique that provides detailed information about the chemical structure upon the interaction of light with the chemical bonds within a material based on periodic changes of polarizabilities, usually manifested as energy loss (gain) with respect to the incident light."
PMD_0050066,,boron carbide ceramic,carbide ceramic,"carbide ceramic that is a non-oxide ceramic composed of boron and carbon, known for its remarkable hardness and low density"
IAO_0000104,,plan specification,directive information entity,"A directive information entity with action specifications and objective specifications as parts, and that may be concretized as a realizable entity that, if realized, is realized in a process in which the bearer tries to achieve the objectives by taking the actions specified."
DIGITRUBBER_000009,,surface of extrudate [imr],surface layer (fiat object part),uppermost layer of the extrudate
PMD_0000549,,change of temperature,process,change of temperature is a process in which a particpant changes its temperature
DIGITRUBBER_000243,Christoph Lenth,analytical target [ifnano],information content entity,"The information represented by one or more variables, which has to be predicted by data analysis in instrumental analytics"
CHEBI_36830,,monoanion,anion,
PMD_0000591,,crystal structure,intensive quality,an intensive qualtty of a crystal that embodies the periodic geometric arrangement of entities in a crystal lattice.
PMD_0050151,,magnesium-based metallic glass,amorphous metal glass,"amorphous metal glass that is primarily composed of magnesium, noted for its low density"
DIGITRUBBER_000390,Alexander Aschemann,mixing chamber temperature [dik],intensive quality,
DIGITRUBBER_1000013,,filler [Arlanxeo],role,Solid particles added to compound to generate enforcement.
PMD_0000125,,sandwich core,role,"a lightweight, low-density material that maintains the separation of face sheets and withstands transverse shear stresses"
PMD_0000125,,sandwich core,role,"a lightweight, low-density material that maintains the separation of face sheets and withstands transverse shear stresses"
DIGITRUBBER_000634,Alexander Aschemann,quality of a solid [dik],quality,
DIGITRUBBER_000383,Alexander Aschemann,mixing chamber [dik],device,
PMD_0020225,,interstitial diffusion,diffusion,diffusion process in which material entities move from interstitial sites to adjacent interstitial sites
DIGITRUBBER_1000065,,tan Delta Peak Temperature [Arlanxeo],intensive quality,temperature at maximum loss factor
PMD_0020073,,portion of iodine,portion of pure chemical element,A 'portion of iodine' is a 'portion of pure chemical element' that 'consists of' only chebi:iodine atom.
DIGITRUBBER_1000069,Pallavi Karanth,mixing recipe,recipe,"A mixing recipe is a recipe which in polymers refers to the specific, controlled formulation and set of operating parameters—including ingredient proportions, sequence of addition, temperature profiles, shear rates, and mixing time—used to combine base polymers with additives, fillers, or other polymers to achieve a uniform, homogeneous mixture with desired physical and chemical properties."
PMD_0000597,,density,intensive quality,The density is a universal intensive quality representing the unit mass of a portion of matter per unit volume.
CHEBI_17514,,cyanide,pseudohalide anion,A pseudohalide anion that is the conjugate base of hydrogen cyanide.
PMD_0020005,,porosity,intensive quality,itensive quality embodiying the fraction of the materials (enclosing) spatial region occupied by pores.
IAO_0000028,,symbol,information content entity,An information content entity that is a mark(s) or character(s) used as a conventional representation of another entity.
PMD_0000121,,polymer matrix composite,composite,composite consisting of a polymer matrix and one or more reinforcement materials
PMD_0020177,,bar,object,A bar is a long object with rectangular section that may bear a semi finished product role. At the same time it may be a material.
OBI_0200051,Philippe Rocca-Serra,principal components analysis dimensionality reduction [obi],dimensionality reduction,A principal components analysis dimensionality reduction is a dimensionality reduction achieved by applying principal components analysis and by keeping low-order principal components and excluding higher-order ones.
CHEBI_33303,,chalcogen,atom,Any p-block element belonging to the group 16 family of the periodic table.
PMD_0020066,,portion of ruthenium,portion of pure chemical element,A 'portion of ruthenium' is a 'portion of pure chemical element' that 'consists of' only chebi:ruthenium atom.
DIGITRUBBER_1000010,,vulcanized compound [Arlanxeo],mixture [chebi],Compound after being vulcanized. May also be called “vulcanizate”.
DIGITRUBBER_000261,Sven Schwabe (IFNANO),zinc [ifnano],metal atom,The chemical element zinc
PMD_0050035,,ethylene propylene diene monomer,synthetic rubber,"synthetic rubber produced from ethylene, propylene, and a diene monomer"
DIGITRUBBER_1000061,,die swelling second measurement [Arlanxeo],intensive quality,"Die swell according to inhouse specification in K10 laboratory, second measurement"
PMD_0000008,,process attribute,occurrent,a process attribute is a dependent occurrent that existentially depends on a process.
CHEBI_53284,,polyurethane macromolecule,macromolecule,A homopolymer macromolecule composed of units connected by carbamate (-O-CO-NH-) linkages.
CHEBI_22927,,bromine atom,nonmetal atom,
PMD_0020034,,portion of molybdenum,portion of pure chemical element,A 'portion of molybdenum' is a 'portion of pure chemical element' that 'consists of' only chebi:molybdenum atom.
PMD_0020202,,crack,site,A crack is a site that consists of a physical separation within a material entity occurring at the level of atomic bonds.
DIGITRUBBER_1000040,Pallavi Karanth,rebound mean value 1 [Arlanxeo],rebound mean value [Arlanxeo],"Rebound mean value  1 is a quality of polymers which specifies in percentage how far the hammer comes back after the impact, measured at T = 23 degree celcius."
DIGITRUBBER_000525,Alexander Aschemann,quality of a substance [dik],quality,
PATO_0000051,,morphology,physical object quality [pato],A quality of a single physical entity inhering in the bearer by virtue of the bearer's size or shape or structure.
DIGITRUBBER_000149,Lars M Vogt,deprecated class,,
DIGITRUBBER_000193,Christoph Lenth,raman spectrum [ifnano],information content entity,"A graph presents a number of peaks, showing the intensity and wavelength position of the Raman scattered light, in which each peak corresponds to a specific molecular bond vibration."
PMD_0020162,,activation energy,process attribute,"Activation energy (E_a) a process attribute characterizing the minimum amount of energy required to initiate a reaction, allowing educts to overcome an energy barrier to transform into products."
DIGITRUBBER_000605,Alexander Aschemann,group [dik],chemical entity,
PMD_0050027,,phenol-formaldehyde resin,phenolic resin,phenolic resin that is synthesized from phenol and formaldehyde
CHEBI_30217,,helium atom,nonmetal atom,
CHEBI_33387,,neptunium atom,metal atom,
PMD_0050007,,high-density polyethylene,polyethylene,polyethylene that is characterized by a linear molecular structure and high density
PMD_0025014,,single crystal,crystal,Single crystal is a crystal which is not part of a polycrystal and its boundaries are its external surfaces.
CHEBI_194535,,moscovium atom,metal atom,A pnictogen atom with a symbol Mc and atomic number 115.
DIGITRUBBER_1000043,Pallavi Karanth,S100 [Arlanxeo],intensive quality,S100 is a quality of vulcanized compound or polymer which is the stress at deformation value 100.
PMD_0020148,,extensive quality,quality,An extensive quality is a quality that inheres in only object or object aggregate or fiat object part or chemical entity and is dependent on the bearers (system-) size.
CHEBI_33301,,bismuth atom,metal atom,
DIGITRUBBER_000150,Marvin Auf der Landwehr,throughput [hsh],information content entity,"The amount of raw materials, semi-finished products or finished products passing through a machine entity in the time X in the system under investigation."
PMD_0090050,,thermosetting polyurethane,thermosetting polymer,thermosetting polymer with carbamate crosslinks
DIGITRUBBER_1000001,Pallavi Karanth,number averaged molecular weight [Arlanxeo],molecular weight [mi],"Average molecular weight of the chains of a polymer, calculated by weighing each chain equally, regardless of size (first moment of the molecular weight)."
CHEBI_26708,,sodium atom,metal atom,
DIGITRUBBER_000270,,monomer [ifnano],molecular entity,"Asubstance which is capable of forming covalent bonds with a
sequence of additional like or unlike molecules under the conditions of the relevant polymerforming reaction used for the particular process"
PMD_0000888,,polymer,material,A polymer is an engineered material that consists of many repeated subunits (monomers) to form long chains. The atoms within a polymer chain are bonded together by covalent bonds. The intermolecular forces between polymer chains are typically represented by van der waals forces and hydrogen bonds.
PMD_0000512,,aggregate state,intensive quality,"an intensive quality representing the physical state of a material, such as solid, liquid, or gasous"
DIGITRUBBER_1000006,,styrene-butadiene rubber [Arlanxeo],butadiene rubber [Arlanxeo],Rubber polymer with styrene and butadiene as monomers. It is the major component of tread compounds.
PMD_0020104,,volume proportion,proportion,Volume proportion is a proportion which quantifies the volume of the part relative to the volume of the whole.
CHEBI_33369,,cerium,lanthanoid atom,
PMD_0020244,,flux,flow,a flow of a unit-entity per unit time
PMD_0050095,,bioactive ceramic,bioceramic,ceramic that interacts with biological tissues to promote bonding or regeneration
PMD_0020220,,order scale,intensive quality,characteristic length over which structural correlations persist in a material
PMD_0020200,,force,realizable entity,A force is a realizable entity that consists of a reciprocal interaction between two objects and is realized as equal and opposite influences capable of changing motion or causing deformation.
CHEBI_51422,,organodiyl group [chebi],organic divalent group [chebi],"Any organic substituent group, regardless of functional type, having two free valences at carbon atom(s)."
CHEBI_33388,,plutonium atom,metal atom,
PMD_0020075,,portion of chlorine,portion of pure chemical element,A 'portion of chlorine' is a 'portion of pure chemical element' that 'consists of' only chebi:chlorine atom.
PMD_0000911,,reflectivity,optical property,The reflectivity is an optical property that describes the proportion of incident light or radiation that a material reflects.
PMD_0000972,,temporal property,material property,A temporal property is a material property that represents attributes related to the time-dependent behavior of a material or process.
DIGITRUBBER_000366,Alexander Aschemann,fixed roll temperature control unit [dik],device,
PMD_0050072,,titanium diboride ceramic,boride ceramic,"boride ceramic that is a non-oxide ceramic composed of titanium and boron, valued for its high hardness and melting point"
PMD_0000629,,emission of radiation,process,The emission radiation is a process describing the release of energy in the form of electromagnetic waves or particles from a material.
UO_1000164,,mass volume percentage based unit,unit,
CHEBI_22977,,cadmium atom,metal atom,
PMD_0020024,,hydrogen bond,bond,A hydrogen bond is a bond that binds one molecule’s hydrogen atom with the electronegative atoms of another molecule.
NCIT_C65109,,photometry [ncit],plan specification,"Measurement of the properties of light, especially luminous intensity."
NCIT_C84383,,spectrum [ncit],information content entity,"An array of entities, such as light waves or particles, ordered in accordance with the magnitudes of a common physical property, such as wavelength or mass."
DIGITRUBBER_000462,Alexander Aschemann,feeding zone,extruder zone,An extruder zone in which raw polymer material is introduced into the extruder for subsequent processing.
DIGITRUBBER_000420,Alexander Aschemann,filling ratio [dik],intensive quality,A physical quality which inheres in a bearer by virtue of the ratio of the volume of a substance contained in the bearer and the bearer's own volume.
CHEBI_33247,,organic group [chebi],group [chebi],Any substituent group or skeleton containing carbon.
DIGITRUBBER_000084,Sebastian Leineweber,stamp pressure [ita],intensive quality,Rücksprache DIK
PMD_0050045,,porcelain,natural ceramic,"natural ceramic that is clay-bsed, distinguished by its translucency, strength, and refined appearance"
DIGITRUBBER_1000000,Pallavi Karanth,weight averaged molecular weight [Arlanxeo],molecular weight [mi],"Average molecular weight of the chains of a polymer, weighted by the mass of each chain (2nd moment of the molecular weight)."
DIGITRUBBER_000100,Sebastian Leineweber,Extrusion throughput [ita],extensive quality,The extrusion throughput indicates how many kilograms of material are extruded in a given unit of time.
CHEBI_84291,,organic sulfur anion,sulfur molecular entity,An organic anion in which the charge resides on a sulfur atom.
DIGITRUBBER_000596,Alexander Aschemann,molecular weight distribution measurement protocol [dik],protocol [obi],A measurement protocol for reliably reproducing the molecular weight distribution measurement assay.
NCIT_C25206,,temperature [ncit],intensive quality,"A measure of the average kinetic energy of a system of particles. Temperature may be quantified, in the context of thermodynamics, as the potential of one system to transfer thermal energy to another system until both systems reach a state of thermal equilibrium."
PMD_0000538,,bulk,fiat object part,"The bulk is a fiat object part that describes the volume or mass of material considered as a whole, often in contrast to surface or interface phenomena."
PMD_0010026,,organic composition,composition,"A composition characterized by a primary molecular structure of carbon atoms covalently bonded to hydrogen (C-H bonds), typically forming linear, branched, or networked chains."
PMD_0050004,,thermoplastic polymer,polymer,polymer that becomes moldable when heated and solidifies upon cooling
PMD_0020068,,portion of zinc,portion of pure chemical element,A 'portion of zinc' is a 'portion of pure chemical element' that 'consists of' only chebi:zinc atom.
PMD_0050134,,conductive glass,glass,glass that has been modified to exhibit electrical conductivity
CHEBI_33375,,gadolinium atom,lanthanoid atom,
PMD_0090009,,carbon fiber reinforced polymer,polymer matrix composite,"polymer matrix composite, consisting of a polymer matrix reinforced with carbon fibers"
PMD_0050141,,chalcogenide glass,non-silicate glass,non‑silicate glass (generally non‑oxide) that contains one or more chalcogens
OBI_0000401,Bill Bug,environment control function,function,"An environmental control function is a function that regulates a contained environment within specified parameter ranges. For example the control of light exposure, humidity and temperature."
DIGITRUBBER_000466,Alexander Aschemann,screw temperature control unit [dik],device,
CHEBI_33313,,polonium atom,chalcogen,"A radioactive metallic element discovered in 1898 by Marie Sklodowska Curie and named after her home country, Poland (Latin <em>Polonia</em>)."
PMD_0020184,,rolling mill,device,A rolling mill is a device that has part some rolling stand and whose specified input participates in some forming process.
DIGITRUBBER_000394,Alexander Aschemann,stamp temperature [dik],intensive quality,
DIGITRUBBER_000369,Alexander Aschemann,setting roll temperature [dik],device specification,
CHEBI_33595,,cyclic compound,molecule,Any molecule that consists of a series of atoms joined together to form a ring.
DIGITRUBBER_1000058,,mass presssure 1 [Arlanxeo],intensive quality,"Pressure at die exit in an extruder, first measurement"
DIGITRUBBER_000180,Marvin Auf der Landwehr,filling material [hsh],chemical substance,Material that is required to manipulate the properties of rubber products. Constitutes an entity sub-group of the raw material entity.
CHEBI_137980,,metalloid atom,atom,"An atom of an element that exhibits properties that are between those of metals and nonmetals, or that has a mixture of them. The term generally includes boron, silicon, germanium, arsenic, antimony, and tellurium, while carbon, aluminium, selenium, polonium, and astatine are less commonly included."
PMD_0000877,,optical property,material property,"An optical property is a material property representing the characteristics that describe how a material interacts with light, including reflection, refraction, and absorption."
PMD_0050115,,borate glass,non-silicate glass,non‑silicate glass based primarily on boron oxide (B₂O₃) as the glass‑forming network
CHEBI_33377,,dysprosium atom,lanthanoid atom,
OBI_0200190,James Malone,clustered data visualization,data visualization,A data visualization which has input of a clustered data set and produces an output of a report graph which is capable of rendering data of this type.
PMD_0000604,,dielectric constant,electrical property,The dielectric constant is an electrical property representing a measure of a material's ability to store electrical energy in an electric field.
CHEBI_23367,,molecular entity,chemical entity,"Any constitutionally or isotopically distinct atom, molecule, ion, ion pair, radical, radical ion, complex, conformer etc., identifiable as a separately distinguishable entity."
OBI_0000749,James Malone,CART,decision tree building data transformation,A CART (classification and regression trees) is a data transformation method for producing a classification or regression model with a tree-based structure.
PMD_0000113,,conventional ceramics manufacturing,completely executed planned process,A manufacturing process that relies on traditional and manual methods to produce ceramics.
PMD_0020236,,mixed dislocation,screw dislocation,a dislocation that spans edge dislocation as well as screw dislocation
IAO_0000100,person:Chris Stoeckert,data set,data item,A data item that is an aggregate of other data items of the same type that have something in common. Averages and distributions can be determined for data sets.
CHEBI_32999,,europium atom,lanthanoid atom,
PMD_0020234,,screw dislocation,dislocation,a dislocation characterized by shearing the chrystal by one plane
PMD_0000861,,Mohs hardness,scratch hardness,Scalar scratch hardness scale used to rank materials based on their ability to scratch one another.
PMD_0000110,,geological process,process,"A natural process that operates within the Earth system to transform, transport, or deform Earth materials, thereby changing Earth structures and landforms"
DIGITRUBBER_000534,Alexander Aschemann,material processing protocol [dik],protocol [obi],"A protocol which specifies the conditions, procedures, and instruments used for conducting a material processing in a sufficient level of detail to communicate it between investigation agents, so that different investigation agents will reliably be able to independently reproduce the material processing."
DIGITRUBBER_1000068,,tan d max [Arlanxeo],intensive quality,Maximum loss factor in an amplitude sweep test
DIGITRUBBER_000581,Alexander Aschemann,Mooney shearing-disc viscometer [dik],device,
DIGITRUBBER_1000072,Pallavi Karanth,ingredient specification set,material specification,Ingredient Specification Set is the set of criteria or standards about ingredients to be used in the manufacturing process to attain certain quality or consistency of the end product.
CHEBI_33341,,titanium atom,metal atom,
IAO_0000109,person:Chris Stoeckert,measurement datum,data item,A measurement datum is an information content entity that is a recording of the output of a measurement such as produced by a device.
PMD_0050022,,thermosetting polymer,polymer,"polymer that, once cured, irreversibly sets into a permanent shape"
PMD_0025010,,heating,change of temperature,Heating is a change of temperature which corresponds to the increase of temperature in the system or object.
PMD_0020001,,filler role,role,Filler is the role of a 'PortionOfDisconnectedMatter' that implies being hosted in a matrix.
NCIT_C43359,,group [ncit],chemical entity,Any number of entities (members) considered as a unit.
PMD_0090011,,natural fiber composite,polymer matrix composite,"polymer matrix composite, consisting of a polymer matrix reinforced with fibers derived from biological sources"
DIGITRUBBER_000464,Alexander Aschemann,feeding roll temperature control unit [dik],device,
PMD_0020129,,reversible process,process,A reversible process is a process whose participants form a thermodynamic system with an entropy S and S remains constant during the process.
DIGITRUBBER_000454,Alexander Aschemann,temperature measuring sword [dik],device,
CHEBI_32594,,barium atom,metal atom,
DIGITRUBBER_000356,Alexander Aschemann,setting roll speed [dik],device specification,
PMD_0020002,,precipitate role,role,Precipitate is the role of a portion of matter that implies being hosted in a matrix and the Precipitate derives from the matrix or the Precipitate derives from the thing that the matrix derives from.
PMD_0000536,,Brinell 2.5 62.5 ISO 6506,brinell hardness,A brinell hardness measured with 2.5mm diameter ball and a load of 62.5 kgf.
CHMO_0002820,,concentration output [chmo],measurement metadata,Experimental method output expressing the contribution of one constituent to the composition of a mixture. (chmo defined)
PMD_0000848,,mechanical property,material property,"A mechanical property is a material property which is a characteristic of material M. Mechanical property has realization in a stimulating process (in most cases, application of mechanical load), and the stimulating process is an occurent part of another process, in which an object O that is an instance of M participates."
UO_0000016,,millimeter [uo],measurement unit label,"""A length unit which is equal to one thousandth of a meter or 10^[-3] m."" [NIST:NIST]"
